img_file,family,species
55295,Muraenidae,Gymnothorax ryukyuensis
52892,Muraenidae,Gymnothorax sagmacephalus
107757,Muraenidae,Gymnothorax thyrsoideus
59205,Muraenidae,Gymnothorax undulatus
54440,Muraenidae,Gymnothorax ypsilon
50152,Muraenidae,Gymnothorax zonipectis
59143,Gymnuridae,Gymnura japonica
71891,Gymnuridae,Gymnura japonica
149535,Haemulidae,Haemulon flaviguttatum
19933,Haemulidae,Haemulon macrostomum
165868,Haemulidae,Haemulon maculicauda
5515,Haemulidae,Haemulon sciurus
152891,Haemulidae,Haemulon scudderii
165767,Haemulidae,Haemulon sexfasciatum
141795,Haemulidae,Haemulon steindachneri
141760,Haemulidae,Haemulopsis leuciscus
108527,Scyliorhinidae,Halaelurus buergeri
21716,Syngnathidae,Halicampus brocki
36671,Syngnathidae,Halicampus dunckeri
36951,Syngnathidae,Halicampus dunckeri
2236,Syngnathidae,Halicampus nitidus
15687,Syngnathidae,Halicampus punctatus
44982,Syngnathidae,Halicampus spinirostris
17684,Labridae,Halichoeres argus
10980,Labridae,Halichoeres biocellatus
15717,Labridae,Halichoeres bleekeri
71498,Labridae,Halichoeres chloropterus
28172,Labridae,Halichoeres chrysus
37255,Labridae,Halichoeres dussumieri
25565,Labridae,Halichoeres hartzfeldii
141222,Labridae,Halichoeres hortulanus
37522,Labridae,Halichoeres javanicus
48018,Labridae,Halichoeres margaritaceus
47741,Labridae,Halichoeres marginatus
48281,Labridae,Halichoeres melanochir
59590,Labridae,Halichoeres melanurus
41559,Labridae,Halichoeres miniatus
47742,Labridae,Halichoeres nebulosus
141825,Labridae,Halichoeres notospilus
140074,Labridae,Halichoeres orientalis
72162,Labridae,Halichoeres papilonaceus
27614,Labridae,Halichoeres podostigma
10025,Labridae,Halichoeres prosopeion
27034,Labridae,Halichoeres scapularis
5271,Labridae,Halichoeres schwartzii
153,Labridae,Halichoeres trimaculatus
1085,Ogcocephalidae,Halieutaea stellata
63398,Batrachoididae,Halophryne hutchinsi
100493,Halosauridae,Halosauropsis macrochir
108379,Haemulidae,Hapalogenys kishinouyei
57784,Haemulidae,Hapalogenys mucronatus
1009,Haemulidae,Hapalogenys nigripinnis
3024,Haemulidae,Hapalogenys sennin
987,Haemulidae,Hapalogenys sennin
107748,Harpadontidae,Harpadon microchir
103730,Rhinochimaeridae,Harriotta raleighana
37156,Gobiidae,Hazeus otakii
48511,Tripterygiidae,Helcogramma fuscipectoris
52207,Tripterygiidae,Helcogramma fuscopinna
721,Tripterygiidae,Helcogramma hudsoni
108234,Tripterygiidae,Helcogramma inclinata
78649,Tripterygiidae,Helcogramma maldivensis
17801,Tripterygiidae,Helcogramma rhinoceros
140197,Tripterygiidae,Helcogramma striatum
107630,Scorpaenidae,Helicolenus hilgendorfii
50831,Scorpaenidae,Helicolenus hilgendorfii
90890,Scorpaenidae,Helicolenus hilgendorfii
49198,Helostomatidae,Helostoma temminckii
106862,Cyprinidae,Hemibarbus barbus
43088,Cyprinidae,Hemibarbus labeo
18758,Cyprinidae,Hemibarbus longirostris
25681,Pomacentridae,Hemiglyphidodon plagiometopon
44840,Gobiidae,Hemigobius hoevenii
48839,Cyprinidae,Hemigrammocypris rasborella
45525,Characidae,Hemigrammus ocellifer
10054,Labridae,Hemigymnus fasciatus
11013,Labridae,Hemigymnus melapterus
42875,Cottidae,Hemilepidotus jordani
45763,Hemiramphidae,Hemiramphus lutkei
47045,Hemiramphidae,Hemirhamphodon phaiosoma
47047,Hemiramphidae,Hemirhamphodon pogonognathus
19342,Chaetodontidae,Hemitaurichthys polylepis
76147,Chaetodontidae,Hemitaurichthys thompsoni
12049,Chaetodontidae,Hemitaurichthys zoster
50040,Triakidae,Hemitriakis japanica
47124,Hemitripteridae,Hemitripterus villosus
54009,Chaetodontidae,Heniochus acuminatus
15259,Chaetodontidae,Heniochus chrysostomus
11583,Chaetodontidae,Heniochus diphreutes
21252,Chaetodontidae,Heniochus diphreutes
141059,Chaetodontidae,Heniochus intermedius
25451,Chaetodontidae,Heniochus monoceros
15993,Chaetodontidae,Heniochus varius
53417,Hexanchidae,Heptranchias perlo
107584,Clupeidae,Herklotsichthys quadrimaculatus
45935,Gobiidae,Hetereleotris poecila
59238,Clariidae,Heterobranchus longifilis
12967,Congridae,Heteroconger hassi
88296,Congridae,Heteroconger lentignosus
34254,Congridae,Heteroconger taylori
48739,Heterodontidae,Heterodontus francisci
106604,Heterodontidae,Heterodontus japonicus
9943,Heterodontidae,Heterodontus portusjacksoni
48740,Heterodontidae,Heterodontus zebra
45610,Soleidae,Heteromycteris japonica
6989,Soleidae,Heteromycteris matsubarai
43620,Gobiidae,Heteroplopomus barbatus
11623,Priacanthidae,Heteropriacanthus carolinus
43504,Hexagrammidae,Hexagrammos agrammus
44200,Hexagrammidae,Hexagrammos agrammus
106905,Hexagrammidae,Hexagrammos lagocephalus
47667,Hexagrammidae,Hexagrammos octogrammus
2811,Hexagrammidae,Hexagrammos otakii
47669,Hexagrammidae,Hexagrammos stelleri
49548,Hexanchidae,Hexanchus griseus
36336,Hexatrygonidae,Hexatrygon bickelli
49662,Himantolophidae,Himantolophus sagamius
60803,Dasyatidae,Himantura fai
50096,Dasyatidae,Himantura undulata
108793,Aulopidae,Hime japonica
19128,Syngnathidae,Hippichthys (Hippichthys) cyanospilus
42845,Syngnathidae,Hippichthys (Hippichthys) heptagonus
58926,Syngnathidae,Hippichthys (Hippichthys) spicifer
42624,Syngnathidae,Hippichthys (Parasyngnathus) penicillus
57601,Syngnathidae,Hippocampus bargibanti
70553,Syngnathidae,Hippocampus colemani
45427,Syngnathidae,Hippocampus coronatus
107130,Syngnathidae,Hippocampus haema
23544,Syngnathidae,Hippocampus histrix
108523,Syngnathidae,Hippocampus kelloggi
2150,Syngnathidae,Hippocampus kuda
54738,Syngnathidae,Hippocampus mohnikei
68303,Syngnathidae,Hippocampus pontohi
36564,Syngnathidae,Hippocampus severnsi
58894,Syngnathidae,Hippocampus sindonis
34569,Syngnathidae,Hippocampus spinosissimus
50804,Syngnathidae,Hippocampus trimaculatus
1,Pleuronectidae,Hippoglossoides dubius
106837,Pleuronectidae,Hippoglossoides pinetorum
47157,Pleuronectidae,Hippoglossoides robustus
36781,Scaridae,Hipposcarus longiceps
89579,Scaridae,Hipposcarus longiceps
55827,Scorpaenidae,Hipposcorpaena filamentosa
83626,Scorpaenidae,Hipposcorpaena filamentosa
48657,Exocoetidae,Hirundichthys oxycephalus
13665,Pentacerotidae,Histiopterus typus
107647,Antennariidae,Histrio histrio
40836,Antennariidae,Histrio histrio
45793,Antennariidae,Histrio histrio
50598,Antennariidae,Histrio histrio
849,Antennariidae,Histrio histrio
51775,Pomacanthidae,Holacanthus ciliaris
165878,Pomacanthidae,Holacanthus passer
19947,Pomacanthidae,Holacanthus tricolor
21980,Holocentridae,Holocentrus rufus
140214,Labridae,Hologymnosus annulatus
72896,Labridae,Hologymnosus annulatus
10578,Labridae,Hologymnosus doliatus
108329,Labridae,Hologymnosus doliatus
23975,Labridae,Hologymnosus rhodonotus
88175,Labridae,Hologymnosus rhodonotus
48226,Balitoridae,Homaloptera ocellata van der
49868,Ophidiidae,Homostolus acer
584,Ophidiidae,Hoplobrotula armata
16182,Malacanthidae,Hoplolatilus chlupatyi
30167,Malacanthidae,Hoplolatilus cuniculus
78090,Malacanthidae,Hoplolatilus fourmanoiri
10018,Malacanthidae,Hoplolatilus marcosi
57125,Malacanthidae,Hoplolatilus purpureus
31560,Malacanthidae,Hoplolatilus randalli
57724,Malacanthidae,Hoplolatilus starcki
107781,Callichthyidae,Hoplosternum littorale
49453,Trachichthyidae,Hoplostethus japonicus
58176,Bagridae,Horabagrus brachysoma
94017,Scorpaenidae,Hozukius emblemarius
37086,Salmonidae,Hucho perryi
52933,Salmonidae,Hucho perryi
58525,Alestiidae,Hydrocynus goliath
47189,Chimaeridae,Hydrolagus mitsukurii
101749,Chimaeridae,Hydrolagus ogilbyi
107780,Cynodontidae,Hydrolycus tatauaia
49901,Myctophidae,Hygophum proximum
49903,Myctophidae,Hygophum reinhardtii
108603,Macrouridae,Hymenocephalus longiceps
45098,Macrouridae,Hymenocephalus striatissimus
656,Centrolophidae,Hyperoglyphe japonica
98663,Centrolophidae,Hyperoglyphe japonica
45079,Mormyridae,Hyperopisus bebe occidentalis
36551,Atherinidae,Hypoatherina lunata
2806,Atherinidae,Hypoatherina tsurugae
10163,Scorpaenidae,Hypodytes rubripinnis
119,Scorpaenidae,Hypodytes rubripinnis
49348,Scorpaenidae,Hypodytes rubripinnis
99710,Scorpaenidae,Hypodytes rubripinnis
18986,Osmeridae,Hypomesus nipponensis
106856,Osmeridae,Hypomesus pretiosus japonicus
54053,Hemiramphidae,Hyporhamphus quoyi
106853,Hemiramphidae,Hyporhamphus sajori
87627,Agonidae,Hypsagonus jordani
28803,Agonidae,Hypsagonus proboscidalis
87643,Agonidae,Hypsagonus proboscidalis
87685,Agonidae,Hypsagonus proboscidalis
19018,Eleotridae,Hypseleotris cyprinoides
411,Cottidae,Icelinus japonicus
2549,Cottidae,Icelus cataphractus
57782,Uranoscopidae,Ichthyscopus lebeck sannio
57655,Ictaluridae,Ictalurus punctatus
80316,Ateleopodidae,Ijimaia dofleini
74144,Clupeidae,Ilisha elongata
103650,Synaphobranchidae,Ilyophis brunneus
53474,Indostomidae,Indostomus paradoxus
106809,Platycephalidae,Inegocia japonica
107938,Platycephalidae,Inegocia ochiaii
21207,Platycephalidae,Inegocia punctata
60880,Labridae,Iniistius aneitensis
108153,Labridae,Iniistius dea
52092,Labridae,Iniistius geisha
79778,Labridae,Iniistius pavo
140304,Labridae,Iniistius pentadactylus
26963,Labridae,Iniistius pentadactylus
36610,Labridae,Iniistius twistii
26972,Labridae,Iniistius verrens
26326,Synanceiidae,Inimicus didactylus
2690,Synanceiidae,Inimicus japonicus
53040,Microdesmidae,Ioglossus calliurus
107268,Labridae,IP of
74191,Cyprinidae,Ischikauia steenackeri
94117,Notocheiridae,Iso flosmaris
27659,Notocheiridae,Iso hawaiiensis
75927,Notocheiridae,Iso rhothophilus
54170,Blenniidae,Istiblennius dussumieri
107265,Blenniidae,Istiblennius edentulus
60266,Blenniidae,Istiblennius edentulus
107750,Blenniidae,Istiblennius enosimae
46495,Blenniidae,Istiblennius enosimae
20082,Blenniidae,Istiblennius lineatus
54196,Blenniidae,Istiblennius lineatus
107585,Gobiidae,Istigobius campbelli
45986,Gobiidae,Istigobius campbelli
66415,Gobiidae,Istigobius cf.
106678,Gobiidae,Istigobius decoratus
36824,Gobiidae,Istigobius goldmanni
12012,Gobiidae,Istigobius hoshinonis
9910,Gobiidae,Istigobius hoshinonis
46743,Gobiidae,Istigobius nigroocellatus
78166,Gobiidae,Istigobius nigroocellatus
18432,Gobiidae,Istigobius ornatus
68454,Gobiidae,Istigobius rigilius
53758,Istiophoridae,Istiompax indica
3082,Istiophoridae,Istiophorus platypterus
59877,Lamnidae,Isurus oxyrinchus
47073,Apogonidae,Jaydia carinata
49699,Apogonidae,Jaydia lineata
51301,Apogonidae,Jaydia novaeguinae
23685,Carangidae,Kaiwarinus equula
1226,Istiophoridae,Kajikia audax
137,Pleuronectidae,Kareius bicoloratus
44537,Pleuronectidae,Kareius bicoloratus
20808,Scombridae,Katsuwonus pelamis
89553,Scombridae,Katsuwonus pelamis
42344,Gobiidae,Kelloggella cardinalis
46318,Gobiidae,Kelloggella quindecimfasciata
108501,Aracanidae,Kentrocapros aculeatus
43513,Clupeidae,Konosirus punctatus
20121,Kraemeriidae,Kraemeria cunicularia
20254,Kuhliidae,Kuhlia boninensis
141399,Kuhliidae,Kuhlia marginata
48932,Kuhliidae,Kuhlia mugil
108330,Kuhliidae,Kuhlia rupestris
28387,Syngnathidae,Kyonemichthys rumengani
106606,Kyphosidae,Kyphosus bigibbus
2370,Kyphosidae,Kyphosus bigibbus
107229,Kyphosidae,Kyphosus cinerascens
12455,Kyphosidae,Kyphosus cinerascens
140051,Kyphosidae,Kyphosus cinerascens
30991,Kyphosidae,Kyphosus cinerascens
35201,Kyphosidae,Kyphosus cornelii
165753,Kyphosidae,Kyphosus elegans
140142,Kyphosidae,Kyphosus pacificus
140553,Kyphosidae,Kyphosus pacificus
48459,Kyphosidae,Kyphosus sydneyanus
13297,Kyphosidae,Kyphosus vaigiensis
58527,Cyprinidae,Labeo coubie
45145,Cyprinidae,Labeo nasus
107334,Cyprinidae,Labeo victorianus
107225,Pseudochromidae,Labracinus cyclophthalmus
34410,Pseudochromidae,Labracinus cyclophthalmus
26700,Pseudochromidae,Labracinus melanotaenia
852,Scorpididae,Labracoglossa argenteiventris
23183,Labridae,Labroides bicolor
53595,Labridae,Labroides bicolor
16361,Labridae,Labroides dimidiatus
85153,Labridae,Labroides pectoralis
59904,Labridae,Labroides phthirophagus
96377,Labridae,Labropsis australis
70771,Labridae,Labropsis manabei
71026,Labridae,Labropsis xanthonota
5509,Ostraciidae,Lactophrys polygonia
19975,Ostraciidae,Lactophrys triqueter
12791,Ostraciidae,Lactoria cornuta
72129,Ostraciidae,Lactoria cornuta
79544,Ostraciidae,Lactoria cornuta
25255,Ostraciidae,Lactoria diaphana
29461,Ostraciidae,Lactoria diaphana
12011,Ostraciidae,Lactoria fornasini
13222,Ostraciidae,Lactoria fornasini
14925,Ostraciidae,Lactoria fornasini
57652,Alestiidae,Ladigesia roloffi
86968,Moridae,Laemonema filodorsale
57781,Moridae,Laemonema longipes
73984,Bothidae,Laeops nigromaculatus
53368,Tetraodontidae,Lagocephalus cheesemanii
59148,Tetraodontidae,Lagocephalus inermis
108272,Tetraodontidae,Lagocephalus lagocephalus oceanicus
49547,Tetraodontidae,Lagocephalus sceleratus
970,Tetraodontidae,Lagocephalus sceleratus
108559,Tetraodontidae,Lagocephalus spadiceus
75540,Tetraodontidae,Lagocephalus suezensis
56871,Lamnidae,Lamna ditropis
108358,Percichthyidae,Lateolabrax japonicus
18184,Percichthyidae,Lateolabrax japonicus
108355,Percichthyidae,Lateolabrax latus
48191,Percichthyidae,Lateolabrax latus
48249,Percichthyidae,Lateolabrax latus
49235,Percichthyidae,Lateolabrax maculatus
56679,Percichthyidae,Lateolabrax maculatus
56078,Centropomidae,Lates calcarifer
55344,Centropomidae,Lates japonicus
56473,Centropomidae,Lates japonicus
27833,Latimeriidae,Latimeria menadoensis
106795,Cobitidae,Lefua echigonia
108585,Cobitidae,Lefua nikkonis
107590,Leiognathidae,Leiognathus equulus
45622,Leiognathidae,Leiognathus fasciatus
21241,Ophichthidae,Leiuranus semicinctus
54807,Gobiidae,Lentipes armatus
98865,Gobiidae,Lentipes armatus
34671,Gobiesocidae,Lepadichthys coccinotaenia
37963,Gobiesocidae,Lepadichthys frenatus
59979,Alestiidae,Lepidarchus adonis
58810,Moridae,Lepidion inosimae
107887,Moridae,Lepidion schmidti
86791,Gempylidae,Lepidocybium flavobrunneum
57016,Lepidosirenidae,Lepidosiren paradoxa
49760,Triglidae,Lepidotrigla abyssalis
41392,Triglidae,Lepidotrigla alata
108315,Triglidae,Lepidotrigla guentheri
21570,Triglidae,Lepidotrigla japonica
49311,Triglidae,Lepidotrigla japonica
107052,Triglidae,Lepidotrigla kishinouyei
26438,Triglidae,Lepidotrigla kishinouyei
94042,Triglidae,Lepidotrigla longifaciata
1026,Triglidae,Lepidotrigla microptera
62139,Pomacentridae,Lepidozygus tapeinosoma
58387,Lepisosteidae,Lepisosteus oculatus
108337,Lepisosteidae,Lepisosteus platostomus
18638,Centrarchidae,Lepomis macrochirus macrochirus
107043,Anostomidae,Leporinus bimaculatus
108487,Anostomidae,Leporinus brunneus
47556,Anostomidae,Leporinus friderici
107023,Anostomidae,Leporinus y-ophorus
86828,Aulopidae,Leptaulopus damasi
45114,Alepocephalidae,Leptoderma retropinnum
94196,Labridae,Leptojulis lambdastigma
24105,Labridae,Leptojulis urostigma
89586,Scaridae,Leptoscarus varigiensis
17613,Paralepididae,Lestidium prolixum
48454,Paralepididae,Lestrolepis japonica
18775,Petromyzontidae,Lethenteron japonicum
37733,Petromyzontidae,Lethenteron kessleri
108412,Petromyzontidae,Lethenteron reissneri
107075,Cyclopteridae,Lethotremus awae
44930,Lethrinidae,Lethrinus amboinensis
108289,Lethrinidae,Lethrinus atkinsoni
75841,Lethrinidae,Lethrinus atkinsoni
69746,Lethrinidae,Lethrinus erythracanthus
49583,Lethrinidae,Lethrinus genivittatus
76580,Lethrinidae,Lethrinus genivittatus
49500,Lethrinidae,Lethrinus haematopterus
84932,Lethrinidae,Lethrinus haematopterus
108283,Lethrinidae,Lethrinus harak
20534,Lethrinidae,Lethrinus harak
107905,Lethrinidae,Lethrinus lentjan
47907,Lethrinidae,Lethrinus lentjan
141353,Lethrinidae,Lethrinus mahsena
108282,Lethrinidae,Lethrinus nebulosus
19154,Lethrinidae,Lethrinus obsoletus
108338,Lethrinidae,Lethrinus olivaceus
89441,Lethrinidae,Lethrinus olivaceus
89400,Lethrinidae,Lethrinus ornatus
108020,Lethrinidae,Lethrinus ravus
58866,Lethrinidae,Lethrinus reticulatus
108335,Lethrinidae,Lethrinus rubrioperculatus
46833,Lethrinidae,Lethrinus semicinctus
89464,Lethrinidae,Lethrinus xanthochilus
18821,Gobiidae,Leucopsarion petersii
26701,Soleidae,Liachirus melanospilus
53618,Creediidae,Limnichthys fasciatus
74219,Creediidae,Limnichthys nitidus
107917,Amblycipitidae,Liobagrus reinii
49607,Serranidae,Liopropoma aragai
59262,Serranidae,Liopropoma erythraeum
108268,Serranidae,Liopropoma japonicum
21963,Serranidae,Liopropoma latifasciatum
34633,Serranidae,Liopropoma lemniscatum
59266,Serranidae,Liopropoma lunulatum
16408,Serranidae,Liopropoma tonstrinum
48487,Auchenipteridae,Liosomadoras oncinus
68784,Liparidae,Liparis agassizii
17087,Liparidae,Liparis miostomus
55323,Liparidae,Liparis punctulatus
55909,Liparidae,Liparis punctulatus
91024,Liparidae,Liparis punctulatus
92123,Liparidae,Liparis tanakae
44503,Liparidae,Liparis tessellatus
107193,Bathylagidae,Lipolagus ochotensis
107035,Lobotidae,Lobotes surinamensis
75960,Gobiidae,Lobulogobius morrigu
48773,Lophiidae,Lophiodes insidiator
48774,Lophiidae,Lophiodes naresi
13121,Lophiidae,Lophiomus setigerus
106828,Lophiidae,Lophius litulon
2279,Moridae,Lotella phycis
41939,Gobiidae,Lotilia klausewitzi
24113,Pseudochromidae,Lubbockichthys tanakai
81575,Gobiidae,Lubricogobius dinah
29196,Gobiidae,Lubricogobius exiguus
26777,Gobiidae,Lubricogobius ornatus
87868,Gobiidae,Lubricogobius tre
45100,Ophidiidae,Luciobrotula bartschi
107024,Luciocephalidae,Luciocephalus aura
47283,Luciocephalidae,Luciocephalus pulcher
49853,Gobiidae,Luciogobius ama
1090,Gobiidae,Luciogobius elongatus
108275,Gobiidae,Luciogobius grandis
9886,Gobiidae,Luciogobius grandis
107434,Gobiidae,Luciogobius guttatus
42665,Gobiidae,Luciogobius guttatus
107726,Gobiidae,Luciogobius koma
108446,Gobiidae,Luciogobius pallidus
49,Gobiidae,Luciogobius parvulus
2721,Gobiidae,Luciogobius platycephalus
18330,Gobiidae,Luciogobius ryukyuensis
1093,Gobiidae,Luciogobius saikaiensis
58682,Cyprinidae,Luciosoma trinema
42819,Stichaeidae,Lumpenus sagitta
165778,Lutjanidae,Lutjanus aratus
106872,Lutjanidae,Lutjanus argentimaculatus
108003,Lutjanidae,Lutjanus argentimaculatus
141828,Lutjanidae,Lutjanus argentiventris
90063,Lutjanidae,Lutjanus biguttatus
106602,Lutjanidae,Lutjanus bohar
40752,Lutjanidae,Lutjanus carponotatus
12513,Lutjanidae,Lutjanus decussatus
67193,Lutjanidae,Lutjanus decussatus
41434,Lutjanidae,Lutjanus ehrenbergii
107208,Lutjanidae,Lutjanus fulviflamma
26719,Lutjanidae,Lutjanus fulvus
16087,Lutjanidae,Lutjanus gibbus
41648,Lutjanidae,Lutjanus goldiei
149518,Lutjanidae,Lutjanus guttatus
141146,Lutjanidae,Lutjanus kasmira
15931,Lutjanidae,Lutjanus lutjanus
165,Lutjanidae,Lutjanus monostigma
141752,Lutjanidae,Lutjanus novemfasciatus
978,Lutjanidae,Lutjanus ophuysenii
15999,Lutjanidae,Lutjanus quinquelineatus
40963,Lutjanidae,Lutjanus rufolineatus
42356,Lutjanidae,Lutjanus russellii
40690,Lutjanidae,Lutjanus sebae
48058,Lutjanidae,Lutjanus stellatus
33802,Lutjanidae,Lutjanus timorensis
107553,Lutjanidae,Lutjanus vitta
73856,Lutjanidae,Lutjanus xanthopinnis
99026,Serranidae,Luzonichthys earlei
75142,Serranidae,Luzonichthys taeniatus
27757,Serranidae,Luzonichthys waitei
61915,Serranidae,Luzonichthys whitleyi
33326,Serranidae,Luzonichthys williamsi
101587,Zoarcidae,Lycenchelys albomaculatus
100839,Zoarcidae,Lycenchelys remissaria
49562,Zoarcidae,Lycodes caudimaculatus
101293,Zoarcidae,Lycodes hubbsi
44129,Zoarcidae,Lycodes japonicus
101366,Zoarcidae,Lycodes matsubarai
47123,Zoarcidae,Lycodes nakamurae
44160,Zoarcidae,Lycodes nishimurai
59449,Zoarcidae,Lycodes sadoensis
523,Zoarcidae,Lycodes tanakae
28478,Lutjanidae,Macolor macularis
81158,Lutjanidae,Macolor macularis
80138,Lutjanidae,Macolor niger
2036,Gobiidae,Macrodontogobius wilburi
69061,Labridae,Macropharyngodon bipartitus
91344,Labridae,Macropharyngodon geoffroy
140735,Labridae,Macropharyngodon meleagris
140876,Labridae,Macropharyngodon meleagris
140877,Labridae,Macropharyngodon meleagris
72975,Labridae,Macropharyngodon meleagris
36603,Labridae,Macropharyngodon moyeri
141669,Labridae,Macropharyngodon negrosensis
45059,Belontiidae,Macropodus erythropterus
58232,Belontiidae,Macropodus ocellatus
37738,Belontiidae,Macropodus opercularis
107766,Macroramphosidae,Macroramphosus japonicus
29338,Macroramphosidae,Macroramphosus japonicus
79322,Macroramphosidae,Macroramphosus japonicus
13140,Macroramphosidae,Macroramphosus sagifue
2286,Macroramphosidae,Macroramphosus sagifue
49560,Macroramphosidae,Macroramphosus sagifue
49229,Triacanthodidae,Macrorhamphosodes uradoi
32307,Gobiidae,Mahidolia mystacina
17499,Gobiidae,Mahidolia parvida
51492,Malacanthidae,Malacanthus brevirostris
12797,Malacanthidae,Malacanthus latovittatus
2365,Psychrolutidae,Malacocottus gibber
86914,Acropomatidae,Malakichthys elegans
49344,Acropomatidae,Malakichthys griseus
108270,Ogcocephalidae,Malthopsis gigas
278,Gobiidae,Mangarinus waterousi
58801,Gobiidae,Mangarinus waterousi
13430,Mobulidae,Manta alfredi
88064,Mobulidae,Manta birostris
59897,Telmatherinidae,Marosatherina ladigesi
74448,Syngnathidae,Maroubra yasudai
43598,Ereuniidae,Marukawichthys ambulator
45505,Mastacembelidae,Mastacembelus erythrotaenia
49597,Percophidae,Matsubaraea fusiforme
1068,Sternoptychidae,Maurolicus muelleri
45086,Megachasmidae,Megachasma pelagios
1008,Carangidae,Megalaspis cordyla
17559,Megalopidae,Megalops cyprinoides
49606,Serranidae,Meganthias kingyo
10352,Blenniidae,Meiacanthus atrodorsalis
28216,Blenniidae,Meiacanthus atrodorsalis ovalauensis
30501,Blenniidae,Meiacanthus ditrema
141516,Blenniidae,Meiacanthus grammistes
10618,Blenniidae,Meiacanthus kamoharai
22044,Blenniidae,Meiacanthus nigrolineatus
74029,Blenniidae,Meiacanthus phaeus
48489,Melanotaeniidae,Melanotaenia australis
47027,Melanotaeniidae,Melanotaenia lacustris
108454,Melanotaeniidae,Melanotaenia nigrans
59891,Melanotaeniidae,Melanotaenia parkinsoni
47059,Melanotaeniidae,Melanotaenia praecox
91468,Balistidae,Melichthys niger
108031,Balistidae,Melichthys vidua
58835,Balistidae,Melichthys vidua
470,Menidae,Mene maculata
141835,Sciaenidae,Menticirrhus panamensis
26435,Veliferidae,Metavelifer multiradiatus
48265,Veliferidae,Metavelifer multiradiatus
62621,Veliferidae,Metavelifer multiradiatus
107335,Characidae,Metynnis lippincottianus
48461,Monacanthidae,Meuschenia hippocrepis
47991,Alestiidae,Micralestes stormsi
1014,Microcanthidae,Microcanthus strigatus
48483,Anabantidae,Microctenopoma ansorgii
45719,Anabantidae,Microctenopoma fasciolatum
47038,Pseudopimelodidae,Microglanis parahybae
74275,Syngnathidae,Micrognathus andersonii
50809,Syngnathidae,Micrognathus brevirostris pygmaeus
46548,Eleotridae,Micropercops swinhonis
20713,Syngnathidae,Microphis (Coelonotus) argulus
141567,Syngnathidae,Microphis (Coelonotus) leiaspis
41589,Syngnathidae,Microphis (Lophocampus) retzii
106866,Syngnathidae,Microphis (Oostethus) brachyurus brachyurus
41659,Syngnathidae,Microphis (Oostethus) jagorii
46865,Centrarchidae,Micropterus dolomieu
108147,Centrarchidae,Micropterus salmoides salmoides
53803,Centrarchidae,Micropterus salmoides salmoides
53814,Centrarchidae,Micropterus salmoides salmoides
19944,Pomacentridae,Microspathodon chrysurus
5505,Pomacentridae,Microspathodon chrysurus
108457,Pleuronectidae,Microstomus achne
107832,Blenniidae,Mimoblennius atrocinctus
2790,Synanceiidae,Minous pusillus
2314,Synanceiidae,Minous quincarinatus
77259,Gobiidae,Minysicia caudomaculata
16792,Callionymidae,Minysynchiropus kiyoae
106920,Cobitidae,Misgurnus anguillicaudatus
107351,Cobitidae,Misgurnus anguillicaudatus
108652,Cobitidae,Misgurnus anguillicaudatus
107103,Mitsukurinidae,Mitsukurina owstoni
49190,Mobulidae,Mobula diabola
107123,Molidae,Mola mola
83595,Molidae,Mola mola
18934,Monacanthidae,Monacanthus chinensis
92928,Monacanthidae,Monacanthus chinensis
1000,Monocentridae,Monocentris japonica
19126,Monodactylidae,Monodactylus argenteus
49867,Ophidiidae,Monomitopus kumae
58978,Ophidiidae,Monomitopus microlepis
33651,Lethrinidae,Monotaxis grandoculis
29626,Lethrinidae,Monotaxis heterodon
84438,Mugilidae,Moolgarda engeli
107137,Mugilidae,Moolgarda pedaraki
18140,Mugilidae,Moolgarda perusii
31086,Mugilidae,Moolgarda seheli
20163,Moringuidae,Moringua bicolor
54135,Moringuidae,Moringua microchir
50121,Mormyridae,Mormyrus kannume
107135,Mugilidae,Mugil cephalus cephalus
141834,Mugilidae,Mugil curema
16148,Gobiidae,Mugilogobius abei
19118,Gobiidae,Mugilogobius chulae
18299,Gobiidae,Mugilogobius parvus
63458,Mullidae,Mulloidichthys dentatus
108004,Mullidae,Mulloidichthys flavolineatus flavolineatus
107116,Mullidae,Mulloidichthys vanicolensis
44254,Muraenesocidae,Muraenesox bagio
108387,Muraenesocidae,Muraenesox cinereus
106648,Ophichthidae,Muraenichthys schultzei
48741,Triakidae,Mustelus californicus
108368,Triakidae,Mustelus griseus
108568,Triakidae,Mustelus manazo
49908,Myctophidae,Myctophum asperum
50544,Myctophidae,Myctophum orientale
71031,Gobiidae,Myersina crocata
16405,Gobiidae,Myersina lachneri
56028,Gobiidae,Myersina macrostoma
29123,Gobiidae,Myersina nigrivirgata
94296,Gobiidae,Myersina yangii
47041,Characidae,Myleus schomburgkii
857,Myliobatidae,Myliobatis tobijei
47670,Cottidae,Myoxocephalus brandti
42876,Cottidae,Myoxocephalus jaok
107542,Cottidae,Myoxocephalus polyacanthocephalus
32961,Ophichthidae,Myrichthys aki
23609,Ophichthidae,Myrichthys colubrinus
10118,Ophichthidae,Myrichthys maculosus
21317,Holocentridae,Myripristis adusta
21316,Holocentridae,Myripristis berndti
31733,Holocentridae,Myripristis botche
25948,Holocentridae,Myripristis chryseres
49575,Holocentridae,Myripristis greenfieldi
29977,Holocentridae,Myripristis hexagona
19970,Holocentridae,Myripristis jacobus
11536,Holocentridae,Myripristis kochiensis
